,date_time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,y_later,level_High,level_Low,level_Moderate,level_Very High,level_Very low
2036,2004-06-03 14:00:00,905,-200.0,-200.0,8.6,923.0,-200.0,1025.0,-200.0,1582.0,707.0,28.7,27.7,1.071,1058.0,1,0,0,0,0
2037,2004-06-03 15:00:00,903,-200.0,-200.0,9.7,968.0,-200.0,992.0,-200.0,1565.0,740.0,28.7,25.0,0.9684,951.0,0,0,0,0,1
2038,2004-06-03 16:00:00,914,-200.0,-200.0,11.0,1014.0,-200.0,988.0,-200.0,1597.0,775.0,29.1,22.3,0.8811,944.0,0,0,0,0,1
2039,2004-06-03 17:00:00,1050,-200.0,-200.0,16.6,1199.0,-200.0,849.0,-200.0,1781.0,1035.0,29.0,24.5,0.9655,959.0,0,0,0,0,1
2040,2004-06-03 18:00:00,1043,-200.0,-200.0,14.7,1139.0,-200.0,876.0,-200.0,1756.0,1001.0,27.2,28.3,1.0016,974.0,0,0,0,0,1
2041,2004-06-03 19:00:00,1125,-200.0,-200.0,19.5,1283.0,-200.0,792.0,-200.0,1899.0,1101.0,25.3,30.0,0.952,880.0,0,0,0,0,1
2042,2004-06-03 20:00:00,1058,-200.0,-200.0,14.5,1134.0,-200.0,855.0,50.04384422110553,1797.0,1034.0,24.1,34.8,1.0333,853.0,0,0,0,0,1
2043,2004-06-03 21:00:00,951,-200.0,-200.0,1.129901287017372,892.0,156.41814768460577,1015.0,-200.0,1611.0,786.0,23.0,43.1,1.1993,912.0,1,0,0,0,0
2044,2004-06-03 22:00:00,944,-200.0,-200.0,7.8,891.0,-200.0,1016.0,-200.0,1593.0,844.0,22.1,43.9,1.1521,863.0,0,0,0,0,1
2045,2004-06-03 23:00:00,959,-200.0,-200.0,7.8,892.0,-200.0,996.0,-200.0,1414.6464281261688,866.0,21.0,48.1,1.178,729.0,0,0,0,0,1
2046,2004-06-04 00:00:00,974,-200.0,-200.0,8.5,919.0,156.41814768460577,801.8594824353044,-200.0,1638.0,909.0,20.6,49.2,1.1754,830.0,0,0,0,0,1
2047,2004-06-04 01:00:00,880,-200.0,-200.0,5.7,799.0,-200.0,1097.0,-200.0,1533.0,724.0,21.2,47.6,1.1799,1198.0,0,0,0,0,1
2048,2004-06-04 02:00:00,853,-200.0,-200.0,4.5,740.0,-200.0,1146.0,-200.0,1526.0,715.0,21.0,50.1,1.2338,971.0,0,0,0,0,1
2049,2004-06-04 03:00:00,912,-200.0,-200.0,5.6,795.0,-200.0,1042.0,-200.0,1564.0,827.0,20.1,53.1,1.2342,885.0,0,0,0,0,1
2050,2004-06-04 04:00:00,863,-200.0,-200.0,4.6,745.0,-200.0,801.8594824353044,-200.0,1496.0,786.0,19.0,37.998232861260654,1.1745,862.0,0,0,0,0,1
2051,2004-06-04 05:00:00,729,-200.0,-200.0,1.2,898.9579684763572,-200.0,801.8594824353044,-200.0,1318.0,445.0,19.2,51.1,1.124,892.0,0,0,0,0,1
2052,2004-06-04 06:00:00,830,-37.6561324303989,-200.0,3.4,674.0,-200.0,1246.0,-200.0,1459.0,607.0,19.2,53.1,1.1662,933.0,0,0,0,0,1
2053,2004-06-04 07:00:00,1198,-200.0,-200.0,17.0,1209.0,-200.0,801.8594824353044,-200.0,2058.0,1213.0,20.6,49.0,1.1748,975.0,1,0,0,0,0
2054,2004-06-04 08:00:00,971,-37.6561324303989,-200.0,10.0,977.0,-200.0,921.0,-200.0,1414.6464281261688,910.0,21.8,41.9,1.077,927.0,0,0,0,0,1
2055,2004-06-04 09:00:00,885,-200.0,-200.0,6.0,812.0,-200.0,1100.0,-200.0,1495.0,675.0,22.8,37.6,1.0315,993.0,0,0,0,0,1
2056,2004-06-04 10:00:00,862,-200.0,-200.0,5.7,798.0,-200.0,1148.0,-200.0,1456.0,582.0,24.8,31.3,0.9646,1053.0,0,0,0,0,1
2057,2004-06-04 11:00:00,892,-200.0,-200.0,6.9,853.0,-200.0,1080.0,-200.0,1509.0,666.0,26.0,29.4,0.976,1116.0,0,0,0,0,1
2058,2004-06-04 12:00:00,933,-200.0,-200.0,9.5,960.0,-200.0,994.0,-200.0,1577.0,726.0,27.0,27.8,-7.799153128911129,1097.0,0,0,0,0,1
2059,2004-06-04 13:00:00,975,-200.0,-154.66299173139564,11.1,1017.0,-200.0,930.0,-200.0,1668.0,801.0,27.0,29.3,1.0277,1116.0,0,0,0,0,1
2060,2004-06-04 14:00:00,927,-200.0,-200.0,1.129901287017372,905.0,-200.0,1016.0,-200.0,1414.6464281261688,711.0,27.0,29.6,1.0419,1057.0,0,0,0,0,1
2061,2004-06-04 15:00:00,993,-200.0,-200.0,10.2,985.0,-200.0,950.0,-200.0,1680.0,790.0,25.8,32.6,1.072,973.0,1,0,0,0,0
2062,2004-06-04 16:00:00,1053,2.7,-200.0,1.129901287017372,1093.0,-200.0,873.0,-200.0,1749.0,970.772109267806,26.2,32.6,1.0892,1016.0,1,0,0,0,0
2063,2004-06-04 17:00:00,1116,3.6,-200.0,16.6,1198.0,-200.0,811.0,-200.0,1414.6464281261688,1045.0,28.3,27.5,1.0418,1120.0,1,0,0,0,0
2064,2004-06-04 18:00:00,1097,3.3,-200.0,16.9,1206.0,-200.0,813.0,-200.0,1867.0,1088.0,26.5,29.7,1.0123,1076.0,1,0,0,0,0
2065,2004-06-04 19:00:00,1116,3.6,-200.0,17.5,1226.0,-200.0,792.0,-200.0,1938.0,1038.0,25.7,31.8,1.0317,937.0,1,0,0,0,0
2066,2004-06-04 20:00:00,1057,2.9,-200.0,13.1,1087.0,-200.0,871.0,-200.0,1769.0,981.0,24.4,35.2,-7.799153128911129,980.0,1,0,0,0,0
2067,2004-06-04 21:00:00,973,1.9,-200.0,9.2,949.0,-200.0,987.0,-200.0,1615.0,820.0,23.5,36.9,1.0518,937.0,1,0,0,0,0
2068,2004-06-04 22:00:00,1016,-37.6561324303989,-200.0,10.0,977.0,-200.0,951.0,-200.0,1652.0,948.0,22.4,41.0,1.1006,852.0,1,0,0,0,0
2069,2004-06-04 23:00:00,1120,2.9,-200.0,13.1,1088.0,-200.0,849.0,-200.0,1785.0,1067.0,21.7,44.7,1.1451,858.0,1,0,0,0,0
2070,2004-06-05 00:00:00,1076,2.7,-200.0,12.9,1080.0,-200.0,846.0,50.04384422110553,1787.0,970.772109267806,21.1,48.1,1.1864,963.0,1,0,0,0,0
2071,2004-06-05 01:00:00,937,1.5,-200.0,7.8,890.0,-200.0,970.0,-200.0,1625.0,877.0,20.7,50.0,1.203,966.0,1,0,0,0,0
2072,2004-06-05 02:00:00,980,1.6,-200.0,9.2,948.0,-200.0,888.0,-200.0,1702.0,1028.0,19.8,53.1,-7.799153128911129,983.0,1,0,0,0,0
2073,2004-06-05 03:00:00,937,1.3,-200.0,6.9,853.0,156.41814768460577,962.0,-200.0,1604.0,969.0,19.8,53.6,1.2214,990.0,1,0,0,0,0
2074,2004-06-05 04:00:00,852,0.7,-200.0,4.5,739.0,37.0,1095.0,63.0,1525.0,837.0,19.6,54.8,1.236,891.0,0,1,0,0,0
2075,2004-06-05 05:00:00,858,0.7,-200.0,4.9,757.0,156.41814768460577,1066.0,71.0,1542.0,904.0,19.3,57.3,1.265,883.0,0,1,0,0,0
2076,2004-06-05 06:00:00,963,1.2,-200.0,7.9,894.0,131.0,942.0,91.0,1702.0,1065.0,19.7,58.4,1.3254,914.0,1,0,0,0,0
2077,2004-06-05 07:00:00,966,1.5,-200.0,7.4,874.0,171.0,969.0,95.0,1682.0,999.0,19.8,59.4,1.3554,896.0,1,0,0,0,0
2078,2004-06-05 08:00:00,983,1.5,-200.0,8.0,901.0,187.0,954.0,96.0,1691.0,986.0,20.9,54.8,1.3387,841.0,1,0,0,0,0
2079,2004-06-05 09:00:00,990,1.6,-200.0,7.6,881.0,133.0,985.0,81.0,1685.0,874.0,9.907557557557608,47.9,1.2817,926.0,1,0,0,0,0
2080,2004-06-05 10:00:00,891,1.1,-200.0,5.3,780.0,87.0,1110.0,50.04384422110553,1543.0,689.0,24.1,41.3,1.2202,1133.0,1,0,0,0,0
2081,2004-06-05 11:00:00,883,1.1,-200.0,5.3,778.0,61.0,1130.0,57.0,1545.0,608.0,25.9,36.9,1.2133,1042.0,1,0,0,0,0
2082,2004-06-05 12:00:00,914,1.4,-154.66299173139564,8.0,900.0,86.0,1010.0,68.0,1596.0,706.0,30.7,26.0,1.1287,1124.0,1,0,0,0,0
2083,2004-06-05 13:00:00,896,1.4,-200.0,8.4,917.0,83.0,1017.0,72.0,1577.0,704.0,30.3,25.2,1.0652,1157.0,1,0,0,0,0
2084,2004-06-05 14:00:00,841,1.0,-200.0,6.0,811.0,61.0,1135.0,62.0,1463.0,609.0,30.1,25.4,1.0641,989.0,0,0,1,0,0
2085,2004-06-05 15:00:00,926,1.3,-200.0,7.3,868.0,80.0,1048.0,75.0,1414.6464281261688,687.0,27.6,35.1,1.2764,841.0,1,0,0,0,0
2086,2004-06-05 16:00:00,1133,1.9,-200.0,10.2,984.0,110.0,838.0,92.0,1897.0,976.0,26.6,47.6,1.6315,916.0,1,0,0,0,0
2087,2004-06-05 17:00:00,1042,1.7,-200.0,9.0,939.0,108.0,917.0,89.0,1414.6464281261688,860.0,30.4,31.3,1.3331,1008.0,1,0,0,0,0
2088,2004-06-05 18:00:00,1124,2.3,-200.0,14.0,1118.0,134.0,793.0,105.0,1915.0,1021.0,27.8,35.0,1.2819999999999998,895.0,1,0,0,0,0
2089,2004-06-05 19:00:00,1157,2.4,-200.0,16.1,1183.0,133.0,801.8594824353044,111.0,1970.0,1079.0,26.6,37.9,1.2994,810.0,1,0,0,0,0
2090,2004-06-05 20:00:00,989,1.8,-154.66299173139564,8.2,906.0,118.0,954.0,102.0,1681.0,826.0,23.4,44.4,1.2646,968.0,1,0,0,0,0
2091,2004-06-05 21:00:00,841,0.6,-200.0,3.8,699.0,17.0,1123.0,30.0,1508.0,558.0,23.0,51.1,1.4175,922.0,0,1,0,0,0
2092,2004-06-05 22:00:00,916,0.8,-200.0,5.6,791.0,26.0,1007.0,43.0,1588.0,679.0,22.1,53.5,1.4087,892.0,0,1,0,0,0
2093,2004-06-05 23:00:00,1008,-37.6561324303989,-200.0,8.0,900.0,55.0,907.0,67.0,1681.0,850.0,21.6,53.6,1.3674,806.0,1,0,0,0,0
2094,2004-06-06 00:00:00,895,1.1,-200.0,5.6,792.0,39.0,975.0,58.0,1574.0,733.0,21.9,52.7,1.365,827.0,1,0,0,0,0
2095,2004-06-06 01:00:00,810,0.6,-200.0,3.8,702.0,15.0,1093.0,24.0,1529.0,612.0,21.3,37.998232861260654,1.3707,881.0,0,1,0,0,0
2096,2004-06-06 02:00:00,968,1.1,-200.0,6.6,840.0,156.41814768460577,891.0,58.0,1727.0,788.0,17.5,79.1,1.5709,877.0,1,0,0,0,0
2097,2004-06-06 03:00:00,922,1.1,-200.0,7.0,859.0,-200.0,871.0,-200.0,1739.0,728.0,17.6,78.6,1.5722,784.0,1,0,0,0,0
2098,2004-06-06 04:00:00,892,1.0,-200.0,5.2,773.0,49.0,926.0,62.0,1660.0,724.0,17.1,81.8,1.5816,806.0,0,0,1,0,0
2099,2004-06-06 05:00:00,806,0.5,-200.0,2.4,615.0,21.0,1172.0,34.0,1525.0,543.0,16.6,80.2,1.5002,775.0,0,1,0,0,0
2100,2004-06-06 06:00:00,827,0.7,-200.0,3.1,659.0,33.0,1115.0,46.0,1552.0,616.0,16.8,77.4,1.4739,773.0,0,1,0,0,0
2101,2004-06-06 07:00:00,881,1.0,-200.0,5.2,898.9579684763572,63.0,1037.0,62.0,1623.0,677.0,9.907557557557608,66.5,1.381,734.0,0,0,1,0,0
2102,2004-06-06 08:00:00,877,1.2,-200.0,5.9,808.0,73.0,1011.0,70.0,1614.0,970.772109267806,20.4,55.8,1.3196,757.0,1,0,0,0,0
2103,2004-06-06 09:00:00,784,0.7,-200.0,1.129901287017372,638.0,51.0,1314.0,54.0,1412.0,970.772109267806,21.6,45.3,1.1533,817.0,0,1,0,0,0
2104,2004-06-06 10:00:00,806,0.9,-200.0,3.4,675.0,61.0,1270.0,61.0,1414.0,528.0,23.1,39.4,1.0983,815.0,0,1,0,0,0
2105,2004-06-06 11:00:00,775,0.8,-200.0,3.0,653.0,52.0,1349.0,53.0,1414.6464281261688,491.0,25.4,31.6,1.0058,844.0,0,1,0,0,0
2106,2004-06-06 12:00:00,773,0.8,-200.0,3.4,676.0,49.0,1331.0,49.0,1374.0,489.0,26.6,29.0,0.9928,880.0,0,1,0,0,0
2107,2004-06-06 13:00:00,734,0.5,-200.0,2.3,603.0,40.0,1471.0,48.0,1303.0,450.0,25.9,28.8,0.9475,906.0,0,1,0,0,0
2108,2004-06-06 14:00:00,757,0.5,-200.0,2.7,635.0,36.0,1445.0,45.0,1345.0,451.0,27.0,28.0,0.981,904.0,0,1,0,0,0
2109,2004-06-06 15:00:00,817,0.7,-200.0,3.6,688.0,51.0,1299.0,60.0,1435.0,512.0,23.6,38.1,1.0917,877.0,0,1,0,0,0
2110,2004-06-06 16:00:00,815,-37.6561324303989,-200.0,4.2,720.0,56.0,1225.0,59.0,1418.0,525.0,25.9,32.0,1.0529,918.0,0,1,0,0,0
2111,2004-06-06 17:00:00,844,1.0,-200.0,4.9,757.0,71.0,1186.0,67.0,1445.0,556.0,26.3,31.5,-7.799153128911129,930.0,0,0,1,0,0
2112,2004-06-06 18:00:00,880,1.2,-200.0,5.9,807.0,79.0,1123.0,72.0,1510.0,599.0,23.9,36.8,1.0774,870.0,1,0,0,0,0
2113,2004-06-06 19:00:00,906,1.3,-200.0,6.6,838.0,117.0,1084.0,88.0,1547.0,694.0,23.7,36.8,1.0609,793.0,1,0,0,0,0
2114,2004-06-06 20:00:00,904,1.6,-200.0,7.6,882.0,127.0,1048.0,94.0,1549.0,744.0,22.5,37.8,1.0157,760.0,1,0,0,0,0
2115,2004-06-06 21:00:00,877,1.4,-200.0,7.0,858.0,118.0,1080.0,89.0,1535.0,724.0,21.8,39.2,1.0115,733.0,1,0,0,0,0
2116,2004-06-06 22:00:00,918,1.7,-200.0,7.5,879.0,130.0,1030.0,96.0,1569.0,804.0,20.9,42.6,1.04,726.0,1,0,0,0,0
2117,2004-06-06 23:00:00,930,1.7,-200.0,8.4,914.0,131.0,801.8594824353044,98.0,1631.0,862.0,20.0,45.6,1.0555,732.0,1,0,0,0,0
2118,2004-06-07 00:00:00,870,1.4,-200.0,7.0,858.0,102.0,1061.0,95.0,1557.0,811.0,19.3,47.9,-7.799153128911129,933.0,1,0,0,0,0
2119,2004-06-07 01:00:00,793,0.8,-200.0,3.9,703.0,48.0,1222.0,64.0,1439.0,627.0,18.7,37.998232861260654,1.0462,1061.0,0,1,0,0,0
2120,2004-06-07 02:00:00,760,0.4,-200.0,2.6,626.0,22.0,1263.0,38.0,1386.0,575.0,17.8,54.1,1.0938,1201.0,0,1,0,0,0
2121,2004-06-07 03:00:00,733,0.3,-154.66299173139564,2.0,588.0,-200.0,1281.0,-200.0,1394.0,589.0,18.6,52.7,1.1206,1065.0,0,1,0,0,0
2122,2004-06-07 04:00:00,726,-200.0,-200.0,2.1,591.0,22.0,1263.0,34.0,1386.0,579.0,17.2,57.9,1.127,1075.0,0,0,0,0,1
2123,2004-06-07 05:00:00,732,-37.6561324303989,-200.0,2.4,613.0,44.0,1273.0,40.0,1413.0,605.0,18.2,54.1,1.1155,998.0,0,1,0,0,0
2124,2004-06-07 06:00:00,933,1.5,-200.0,9.6,962.0,167.0,867.0,76.0,1705.0,974.0,17.3,57.6,1.1289,922.0,1,0,0,0,0
2125,2004-06-07 07:00:00,1061,2.6,-154.66299173139564,15.4,1162.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,1023.0,1,0,0,0,0
2126,2004-06-07 08:00:00,1201,4.3,-154.66299173139564,25.0,1428.0,285.0,664.0,118.0,2249.0,1378.0,21.7,37.998232861260654,1.1321,1039.0,1,0,0,0,0
2127,2004-06-07 09:00:00,1065,3.1,-200.0,15.1,898.9579684763572,272.0,801.8594824353044,118.0,1894.0,1160.0,23.5,40.0,1.1386,1054.0,1,0,0,0,0
2128,2004-06-07 10:00:00,1075,-37.6561324303989,-200.0,1.129901287017372,1222.0,238.0,774.0,122.0,1414.6464281261688,1213.0,28.4,29.7,1.1345,1022.0,1,0,0,0,0
2129,2004-06-07 11:00:00,998,2.5,-200.0,14.1,1119.0,207.0,832.0,120.0,1780.0,970.772109267806,31.6,24.1,1.0994,1082.0,1,0,0,0,0
2130,2004-06-07 12:00:00,922,1.9,-200.0,11.8,1042.0,152.0,887.0,132.0,1744.0,832.0,31.3,24.1,-7.799153128911129,1056.0,1,0,0,0,0
2131,2004-06-07 13:00:00,1023,2.5,-200.0,14.9,898.9579684763572,185.0,829.0,115.0,1842.0,970.772109267806,34.4,20.4,1.0857,1243.0,1,0,0,0,0
2132,2004-06-07 14:00:00,1039,2.5,-200.0,16.0,1180.0,184.0,833.0,127.0,1815.0,1047.0,9.907557557557608,21.3,1.0988,1029.0,1,0,0,0,0
2133,2004-06-07 15:00:00,1054,2.8,-200.0,16.5,898.9579684763572,156.41814768460577,815.0,126.0,1848.0,1078.0,9.907557557557608,18.9,1.0999,1004.0,1,0,0,0,0
2134,2004-06-07 16:00:00,1022,2.3,-200.0,15.2,1155.0,156.41814768460577,871.0,113.0,1840.0,979.0,9.907557557557608,19.4,1.0279,979.0,1,0,0,0,0
2135,2004-06-07 17:00:00,1082,3.3,-200.0,1.129901287017372,1266.0,227.0,788.0,124.0,1910.0,1139.0,33.5,19.9,1.0112,972.0,1,0,0,0,0
2136,2004-06-07 18:00:00,1056,2.8,-200.0,19.0,1268.0,187.0,786.0,108.0,1896.0,1111.0,30.5,24.2,-7.799153128911129,942.0,1,0,0,0,0
2137,2004-06-07 19:00:00,1243,4.8,-200.0,28.9,1524.0,290.0,647.0,50.04384422110553,2281.0,1470.0,30.3,26.2,1.1161,825.0,1,0,0,0,0
2138,2004-06-07 20:00:00,1029,-37.6561324303989,-200.0,13.4,1097.0,155.0,825.0,50.04384422110553,1827.0,980.0,27.0,36.7,-7.799153128911129,780.0,1,0,0,0,0
2139,2004-06-07 21:00:00,1004,2.0,-200.0,10.9,1011.0,108.0,867.0,116.0,1754.0,893.0,24.6,41.9,1.2752,746.0,1,0,0,0,0
2140,2004-06-07 22:00:00,979,-37.6561324303989,-200.0,8.9,937.0,94.0,919.0,101.0,1683.0,858.0,23.3,44.5,1.2566,734.0,1,0,0,0,0
2141,2004-06-07 23:00:00,972,1.7,-200.0,8.5,919.0,103.0,934.0,101.0,1668.0,904.0,22.4,46.9,1.2544,785.0,1,0,0,0,0
2142,2004-06-08 00:00:00,942,1.3,-200.0,6.7,846.0,78.0,980.0,92.0,1615.0,905.0,21.7,50.8,-7.799153128911129,946.0,1,0,0,0,0
2143,2004-06-08 01:00:00,825,0.7,-200.0,4.2,720.0,38.0,1129.0,55.0,1511.0,678.0,21.0,51.9,1.2794,1201.0,0,1,0,0,0
2144,2004-06-08 02:00:00,780,0.5,-200.0,2.5,621.0,26.0,1277.0,42.0,1452.0,586.0,20.5,54.3,1.2926,1377.0,0,1,0,0,0
2145,2004-06-08 03:00:00,746,0.4,-200.0,1.7,565.0,-200.0,1369.0,-200.0,1423.0,608.0,20.9,52.5,1.2852,1346.0,0,1,0,0,0
2146,2004-06-08 04:00:00,734,0.3,-200.0,1.4,538.0,19.0,1449.0,30.0,1400.0,514.0,21.0,53.1,1.3031,1230.0,0,1,0,0,0
2147,2004-06-08 05:00:00,785,0.5,-200.0,2.8,640.0,35.0,1265.0,40.0,1467.0,588.0,19.6,57.1,1.2851,1160.0,0,1,0,0,0
2148,2004-06-08 06:00:00,946,1.4,-200.0,8.8,931.0,126.0,801.8594824353044,69.0,1745.0,884.0,18.2,62.3,1.2903,1146.0,1,0,0,0,0
2149,2004-06-08 07:00:00,1201,3.3,-200.0,19.4,1279.0,309.0,683.0,100.0,2144.0,1338.0,19.5,57.7,1.2966,1078.0,1,0,0,0,0
2150,2004-06-08 08:00:00,1377,5.8,-200.0,36.1,1688.0,376.0,525.0,125.0,2746.0,1708.0,21.6,51.7,-7.799153128911129,1111.0,1,0,0,0,0
2151,2004-06-08 09:00:00,1346,5.0,-200.0,27.1,898.9579684763572,441.0,602.0,174.0,2367.0,1681.0,23.9,44.4,1.3029,1083.0,1,0,0,0,0
2152,2004-06-08 10:00:00,1230,3.5,-200.0,19.0,1268.0,309.0,698.0,171.0,2049.0,970.772109267806,28.1,35.2,1.3119999999999998,1056.0,1,0,0,0,0
2153,2004-06-08 11:00:00,1160,2.9,-200.0,16.9,1208.0,220.0,728.0,149.0,1925.0,1330.0,31.4,28.6,1.298,1220.0,1,0,0,0,0
2154,2004-06-08 12:00:00,1146,2.5,-154.66299173139564,15.7,1171.0,168.0,761.0,124.0,1902.0,1138.0,33.7,25.5,1.3095,1268.0,1,0,0,0,0
2155,2004-06-08 13:00:00,1078,2.3,-200.0,14.1,1121.0,149.0,818.0,119.0,1806.0,963.0,35.9,20.8,1.2103,1256.0,1,0,0,0,0
2156,2004-06-08 14:00:00,1111,2.4,-200.0,16.5,1194.0,156.41814768460577,794.0,130.0,1875.0,1015.0,37.5,18.1,1.1529,1213.0,1,0,0,0,0
2157,2004-06-08 15:00:00,1083,2.6,-200.0,14.8,1141.0,177.0,825.0,143.0,1793.0,1008.0,37.7,17.7,1.1383,1145.0,1,0,0,0,0
2158,2004-06-08 16:00:00,1056,2.2,-200.0,13.0,898.9579684763572,-200.0,865.0,-200.0,1723.0,898.0,37.8,17.4,1.1219,1050.0,1,0,0,0,0
2159,2004-06-08 17:00:00,1220,3.5,-200.0,21.4,1334.0,176.0,695.0,183.0,2066.0,1215.0,36.6,20.6,1.2445,972.0,1,0,0,0,0
2160,2004-06-08 18:00:00,1268,3.9,-200.0,23.6,1393.0,202.0,650.0,161.0,2144.0,1334.0,32.5,26.0,1.2502,1020.0,1,0,0,0,0
2161,2004-06-08 19:00:00,1256,4.5,-200.0,25.0,1430.0,255.0,660.0,170.0,2151.0,1380.0,30.8,27.2,1.1832,934.0,1,0,0,0,0
2162,2004-06-08 20:00:00,1213,3.8,-200.0,1.129901287017372,1341.0,210.0,683.0,143.0,2090.0,1601.0,28.8,30.2,1.1761,914.0,1,0,0,0,0
2163,2004-06-08 21:00:00,1145,2.8,-200.0,15.7,1170.0,157.0,751.0,123.0,1894.0,1376.0,26.7,35.4,1.2233,824.0,1,0,0,0,0
2164,2004-06-08 22:00:00,1050,1.7,-200.0,10.9,1011.0,96.0,836.0,89.0,1739.0,1161.0,25.3,40.7,1.291,817.0,1,0,0,0,0
2165,2004-06-08 23:00:00,972,1.2,-200.0,8.1,902.0,59.0,933.0,67.0,1647.0,878.0,24.9,41.2,1.2809,833.0,1,0,0,0,0
2166,2004-06-09 00:00:00,1020,1.6,-200.0,10.2,984.0,81.0,853.0,81.0,1753.0,1031.0,23.7,45.1,-7.799153128911129,935.0,1,0,0,0,0
2167,2004-06-09 01:00:00,934,1.0,-200.0,7.5,878.0,40.0,940.0,54.0,1644.0,847.0,22.5,49.0,1.3151,1297.0,0,0,1,0,0
2168,2004-06-09 02:00:00,914,0.9,-200.0,5.8,801.0,42.0,965.0,57.0,1414.6464281261688,908.0,22.3,50.6,1.3486,1496.0,0,1,0,0,0
2169,2004-06-09 03:00:00,824,0.5,-200.0,3.8,698.0,-200.0,1107.0,-200.0,1517.0,733.0,22.0,50.5,1.3199,1201.0,0,1,0,0,0
2170,2004-06-09 04:00:00,817,0.5,-200.0,3.3,672.0,31.0,1113.0,51.0,1501.0,751.0,20.8,54.4,1.3229,1267.0,0,1,0,0,0
2171,2004-06-09 05:00:00,833,0.5,-200.0,4.0,898.9579684763572,54.0,1084.0,58.0,1525.0,799.0,20.3,37.998232861260654,1.3204,1224.0,0,1,0,0,0
2172,2004-06-09 06:00:00,935,1.0,-200.0,1.129901287017372,905.0,88.0,899.0,69.0,1675.0,954.0,20.5,54.8,1.3073,1247.0,0,0,1,0,0
2173,2004-06-09 07:00:00,1297,3.5,-200.0,22.3,1359.0,261.0,630.0,107.0,2214.0,1425.0,21.7,50.6,1.2981,1183.0,1,0,0,0,0
2174,2004-06-09 08:00:00,1496,6.4,-200.0,36.9,1705.0,357.0,801.8594824353044,151.0,2691.0,2147.0,9.907557557557608,46.1,1.3091,1078.0,1,0,0,0,0
2175,2004-06-09 09:00:00,1201,2.9,-200.0,17.5,1224.0,265.0,701.0,146.0,1987.0,1532.0,25.1,43.0,1.3488,1076.0,1,0,0,0,0
2176,2004-06-09 10:00:00,1267,3.4,-200.0,19.3,1276.0,247.0,676.0,165.0,2059.0,1570.0,30.1,32.8,1.3795,1052.0,1,0,0,0,0
2177,2004-06-09 11:00:00,1224,-37.6561324303989,-200.0,17.6,1228.0,189.0,711.0,159.0,1972.0,1380.0,34.7,25.9,1.4069,1287.0,1,0,0,0,0
2178,2004-06-09 12:00:00,1247,2.8,-200.0,18.6,1257.0,168.0,701.0,174.0,2000.0,1337.0,37.2,23.2,1.4478,1460.0,1,0,0,0,0
2179,2004-06-09 13:00:00,1183,-37.6561324303989,-200.0,18.0,1241.0,183.0,721.0,167.0,1937.0,1308.0,39.5,18.3,1.2917,1357.0,1,0,0,0,0
2180,2004-06-09 14:00:00,1078,2.3,-200.0,14.0,1116.0,157.0,815.0,137.0,1761.0,1013.0,40.6,15.3,1.1485,1234.0,1,0,0,0,0
2181,2004-06-09 15:00:00,1076,1.8,-200.0,10.9,1012.0,113.0,894.0,116.0,1665.0,816.0,40.3,16.1,1.1896,1151.0,1,0,0,0,0
2182,2004-06-09 16:00:00,1052,2.0,-200.0,11.1,1019.0,140.0,896.0,125.0,1610.0,836.0,40.3,14.2,1.0494,1065.0,1,0,0,0,0
2183,2004-06-09 17:00:00,1287,3.5,-200.0,21.6,1340.0,230.0,699.0,194.0,2008.0,1267.0,39.6,16.7,1.1867,984.0,1,0,0,0,0
2184,2004-06-09 18:00:00,1460,4.9,-200.0,27.6,1493.0,277.0,586.0,222.0,2288.0,1649.0,37.3,23.4,1.4672,938.0,1,0,0,0,0
2185,2004-06-09 19:00:00,1357,4.6,-200.0,25.6,1445.0,295.0,620.0,206.0,1414.6464281261688,1622.0,33.7,27.7,1.4213,878.0,1,0,0,0,0
2186,2004-06-09 20:00:00,1234,3.4,-200.0,18.6,1257.0,212.0,695.0,162.0,2019.0,1349.0,30.7,32.2,1.3983,919.0,1,0,0,0,0
2187,2004-06-09 21:00:00,1151,2.7,-200.0,15.2,898.9579684763572,151.0,747.0,132.0,1894.0,1186.0,28.4,35.7,1.3549,836.0,1,0,0,0,0
2188,2004-06-09 22:00:00,1065,1.9,-200.0,11.7,1038.0,110.0,805.0,107.0,1763.0,1026.0,26.5,38.6,1.3154,814.0,1,0,0,0,0
2189,2004-06-09 23:00:00,984,-37.6561324303989,-200.0,8.7,929.0,83.0,917.0,84.0,1654.0,817.0,25.4,40.1,1.2822,872.0,1,0,0,0,0
2190,2004-06-10 00:00:00,938,1.0,-200.0,7.6,881.0,48.0,956.0,61.0,1607.0,662.0,24.1,43.3,1.2839,949.0,0,0,1,0,0
2191,2004-06-10 01:00:00,878,0.7,-200.0,5.2,774.0,27.0,1065.0,42.0,1527.0,552.0,23.9,45.6,1.3328,1227.0,0,1,0,0,0
2192,2004-06-10 02:00:00,919,1.0,-200.0,5.9,807.0,48.0,967.0,66.0,1598.0,775.0,22.0,52.8,1.3752,1360.0,0,0,1,0,0
2193,2004-06-10 03:00:00,836,0.6,-200.0,4.0,709.0,-200.0,1085.0,-200.0,1498.0,646.0,20.7,56.1,1.3565,1318.0,0,1,0,0,0
